id_venue,name_venue,type_venue
id_Impact of Human Mobility on Communications: Measurement, Analysis, Modeling, and Simulation,Impact of Human Mobility on Communications: Measurement, Analysis, Modeling, and Simulation,proceed
id_ImpactRS@RecSys,ImpactRS@RecSys,proceed
id_Impacts of Artificial Intelligence,Impacts of Artificial Intelligence,proceed
id_Implantable Sensors and Systems,Implantable Sensors and Systems,proceed
id_Implanted Antennas in Medical Wireless Communications,Implanted Antennas in Medical Wireless Communications,proceed
id_Implementation Technology for Programming Languages based on Logic,Implementation Technology for Programming Languages based on Logic,proceed
id_Implementation of Functional Languages,Implementation of Functional Languages,proceed
id_Implementations of Prolog,Implementations of Prolog,proceed
id_Implementierungssprachen für nichtsequentielle Programmsysteme,Implementierungssprachen für nichtsequentielle Programmsysteme,proceed
id_Implementing International Services,Implementing International Services,proceed
id_Impossibility Results for Distributed Computing,Impossibility Results for Distributed Computing,proceed
id_Imprecision and Uncertainty in Information Representation and Processing,Imprecision and Uncertainty in Information Representation and Processing,proceed
id_In Search of Elegance in the Theory and Practice of Computation,In Search of Elegance in the Theory and Practice of Computation,proceed
id_InMed,InMed,proceed
id_InVis.au,InVis.au,proceed
id_Incentive-Centric Semantic Web Application Engineering,Incentive-Centric Semantic Web Application Engineering,proceed
id_Incomplete Data and Data Dependencies in Relational Databases,Incomplete Data and Data Dependencies in Relational Databases,proceed
id_Inconsistency Tolerance,Inconsistency Tolerance,proceed
id_Individual and Collective Graph Mining,Individual and Collective Graph Mining,proceed
id_Induction, Algorithmic Learning Theory, and Philosophy,Induction, Algorithmic Learning Theory, and Philosophy,proceed
id_Inductive Databases and Constraint-Based Data Mining,Inductive Databases and Constraint-Based Data Mining,proceed
id_Inductive Logic,Inductive Logic,proceed
id_Inductive Logic Programming Workshop,Inductive Logic Programming Workshop,proceed
id_Industrial Applications of Semantic Web,Industrial Applications of Semantic Web,proceed
id_Industrial Conference on Data Mining,Industrial Conference on Data Mining,proceed
id_Industrial Conference on Data Mining - Industry Proceedings,Industrial Conference on Data Mining - Industry Proceedings,proceed
id_Industrial Conference on Data Mining - Poster and Industry Proceedings,Industrial Conference on Data Mining - Poster and Industry Proceedings,proceed
id_Industrial Conference on Data Mining - Posters,Industrial Conference on Data Mining - Posters,proceed
id_Industrial Conference on Data Mining - Posters and Workshops,Industrial Conference on Data Mining - Posters and Workshops,proceed
id_Industrial Conference on Data Mining - Workshop DMM,Industrial Conference on Data Mining - Workshop DMM,proceed
id_Industrial Conference on Data Mining - Workshops,Industrial Conference on Data Mining - Workshops,proceed
id_Industrial Deployment of System Engineering Methods,Industrial Deployment of System Engineering Methods,proceed
id_Industrialisierung des Software Management,Industrialisierung des Software Management,proceed
id_Industrialisierung des Software-Managements,Industrialisierung des Software-Managements,proceed
id_InetBib,InetBib,proceed
id_InetBib-Tagung,InetBib-Tagung,proceed
id_InfQ@VALUETOOLS,InfQ@VALUETOOLS,proceed
id_Inference Control in Statistical Databases,Inference Control in Statistical Databases,proceed
id_Infinity,Infinity,proceed
id_Influence and Behavior Analysis in Social Networks and Social Media,Influence and Behavior Analysis in Social Networks and Social Media,proceed
id_InfoSec,InfoSec,proceed
id_InfoSecCD,InfoSecCD,proceed
id_InfoSecHiComNet,InfoSecHiComNet,proceed
id_InfoVis,InfoVis,proceed
id_Informatics,Informatics,proceed
id_Informatics - 10 Years Back. 10 Years Ahead.,Informatics - 10 Years Back. 10 Years Ahead.,proceed
id_Informatics Curricula and Teaching Methods,Informatics Curricula and Teaching Methods,proceed
id_Informatics and Changes in Learning,Informatics and Changes in Learning,proceed
id_Informatics and Psychology Workshop,Informatics and Psychology Workshop,proceed
id_Informatics in Higher Education,Informatics in Higher Education,proceed
id_Informatik,Informatik,proceed
id_Informatik (Dritte erweiterte Auflage),Informatik (Dritte erweiterte Auflage),proceed
id_Informatik cui bono?,Informatik cui bono?,proceed
id_Informatik für den Umweltschutz,Informatik für den Umweltschutz,proceed
id_Informatik im Umweltschutz,Informatik im Umweltschutz,proceed
id_Informatik in Recht und Verwaltung,Informatik in Recht und Verwaltung,proceed
id_Informatik in den Biowissenschaften,Informatik in den Biowissenschaften,proceed
id_Informatik in der DDR,Informatik in der DDR,proceed
id_Informatik und "Dritte Welt",Informatik und "Dritte Welt",proceed
id_Informatik und Ausbildung,Informatik und Ausbildung,proceed
id_Informatik und Philisophie,Informatik und Philisophie,proceed
id_Informatik und Philosophie,Informatik und Philosophie,proceed
id_Informatik zwischen Wissenschaft und Gesellschaft,Informatik zwischen Wissenschaft und Gesellschaft,proceed
id_Informatikanwendungen im Umweltbereich,Informatikanwendungen im Umweltbereich,proceed
id_Informatiktage,Informatiktage,proceed
id_Information Access through Search Engines and Digital Libraries,Information Access through Search Engines and Digital Libraries,proceed
id_Information Architecture: The Design and Integration of Information Spaces,Information Architecture: The Design and Integration of Information Spaces,proceed
id_Information Communication,Information Communication,proceed
id_Information Concepts: From Books to Cyberspace Identities,Information Concepts: From Books to Cyberspace Identities,proceed
id_Information Hiding,Information Hiding,proceed
id_Information Management in Computer Integrated Manufacturing,Information Management in Computer Integrated Manufacturing,proceed
id_Information Modeling Methods and Methodologies,Information Modeling Methods and Methodologies,proceed
id_Information Modeling in the New Millennium,Information Modeling in the New Millennium,proceed
id_Information Processing and Security Systems,Information Processing and Security Systems,proceed
id_Information Quality in Information Fusion and Decision Making,Information Quality in Information Fusion and Decision Making,proceed
id_Information Retrieval,Information Retrieval,proceed
id_Information Retrieval Evaluation,Information Retrieval Evaluation,proceed
id_Information Retrieval Evaluation in a Changing World,Information Retrieval Evaluation in a Changing World,proceed
id_Information Retrieval Models: Foundations & Relationships,Information Retrieval Models: Foundations & Relationships,proceed
id_Information Retrieval and Mining in Distributed Environments,Information Retrieval and Mining in Distributed Environments,proceed
id_Information Retrieval in Biomedicine,Information Retrieval in Biomedicine,proceed
id_Information Retrieval: Data Structures & Algorithms,Information Retrieval: Data Structures & Algorithms,proceed
id_Information Security Management Handbook, 6th ed.,Information Security Management Handbook, 6th ed.,proceed
id_Information Security, Coding Theory and Related Combinatorics,Information Security, Coding Theory and Related Combinatorics,proceed
id_Information System Development Process,Information System Development Process,proceed
id_Information Systems Design Methodologies: Improving the Practice,Information Systems Design Methodologies: Improving the Practice,proceed
id_Information Systems Outsourcing,Information Systems Outsourcing,proceed
id_Information Systems Perspectives and Challenges in the Context of Globalization,Information Systems Perspectives and Challenges in the Context of Globalization,proceed
id_Information Systems in the WWW Environment,Information Systems in the WWW Environment,proceed
id_Information Systems: The e-Business Challenge,Information Systems: The e-Business Challenge,proceed
id_Information Technologies in Biomedicine,Information Technologies in Biomedicine,proceed
id_Information Technology and Product Development,Information Technology and Product Development,proceed
id_Information Technology in Educational Management,Information Technology in Educational Management,proceed
id_Information Technology in the Service Economy,Information Technology in the Service Economy,proceed
id_Information Theoretic Learning,Information Theoretic Learning,proceed
id_Information Theory Tools for Computer Graphics,Information Theory Tools for Computer Graphics,proceed
id_Information Theory Tools for Image Processing,Information Theory Tools for Image Processing,proceed
id_Information Theory and Applications,Information Theory and Applications,proceed
id_Information Theory and Rate Distortion Theory for Communications and Compression,Information Theory and Rate Distortion Theory for Communications and Compression,proceed
id_Information Theory, Combinatorics, and Search Theory,Information Theory, Combinatorics, and Search Theory,proceed
id_Information Verification in the Digital Age,Information Verification in the Digital Age,proceed
id_Information Visualization,Information Visualization,proceed
id_Information Visualization - Human-Centered Issues in Visual Representation, Interaction, and Evaluation,Information Visualization - Human-Centered Issues in Visual Representation, Interaction, and Evaluation,proceed
id_Information and Communication Technologies and Real-Life Learning,Information and Communication Technologies and Real-Life Learning,proceed
id_Information and Database Quality,Information and Database Quality,proceed
id_Information and Human Values,Information and Human Values,proceed
id_Information and Influence Propagation in Social Networks,Information and Influence Propagation in Social Networks,proceed
id_Information processing, rational belief change and social interaction,Information processing, rational belief change and social interaction,proceed
id_Information-Centric Networking,Information-Centric Networking,proceed
id_Informationssysteme für das Hochschulmanagement,Informationssysteme für das Hochschulmanagement,proceed
id_Informationswirtschaft: Ein Sektor mit Zukunft,Informationswirtschaft: Ein Sektor mit Zukunft,proceed
id_Informing Chemical Engineering Decisions with Data, Research, and Government Resources,Informing Chemical Engineering Decisions with Data, Research, and Government Resources,proceed
id_Infoscale,Infoscale,proceed
id_Infotech@Aerospace,Infotech@Aerospace,proceed
id_InfraSec,InfraSec,proceed
id_Infrastructure for Mobile and Wireless Systems,Infrastructure for Mobile and Wireless Systems,proceed
id_InnoSWDev@SIGSOFT FSE,InnoSWDev@SIGSOFT FSE,proceed
id_Innovate-Data,Innovate-Data,proceed
id_Innovationen im E-Business,Innovationen im E-Business,proceed
id_Innovations for Shape Analysis, Models and Algorithms,Innovations for Shape Analysis, Models and Algorithms,proceed
id_Innovations in Bayesian Networks,Innovations in Bayesian Networks,proceed
id_Innovations in Big Data Mining and Embedded Knowledge,Innovations in Big Data Mining and Embedded Knowledge,proceed
id_Innovations in Hybrid Intelligent Systems,Innovations in Hybrid Intelligent Systems,proceed
id_Innovations in Information Systems Modeling,Innovations in Information Systems Modeling,proceed
id_Innovations in Intelligent Machines (1),Innovations in Intelligent Machines (1),proceed
id_Innovations in Intelligent Machines (4),Innovations in Intelligent Machines (4),proceed
id_Innovations in Intelligent Machines (5),Innovations in Intelligent Machines (5),proceed
id_Innovations in Knowledge Management,Innovations in Knowledge Management,proceed
id_Innovations in Neural Information Paradigms and Applications,Innovations in Neural Information Paradigms and Applications,proceed
id_Innovations in Robot Mobility and Control,Innovations in Robot Mobility and Control,proceed
id_Innovations in Swarm Intelligence,Innovations in Swarm Intelligence,proceed
id_Innovative Adult Learning with Innovative Technologies,Innovative Adult Learning with Innovative Technologies,proceed
id_Innovative Applications in Data Mining,Innovative Applications in Data Mining,proceed
id_Innovative Computing Methods and Their Applications to Engineering Problems,Innovative Computing Methods and Their Applications to Engineering Problems,proceed
id_Innovative Informations-Infrastrukturen,Innovative Informations-Infrastrukturen,proceed
id_Innovative Practices in Teaching Information Sciences and Technology,Innovative Practices in Teaching Information Sciences and Technology,proceed
id_Innovative Techniques in Instruction Technology, E-learning, E-assessment, and Education,Innovative Techniques in Instruction Technology, E-learning, E-assessment, and Education,proceed
id_Input/Output in Parallel and Distributed Computer Systems,Input/Output in Parallel and Distributed Computer Systems,proceed
id_Inscrypt,Inscrypt,proceed
id_Insider Attack and Cyber Security,Insider Attack and Cyber Security,proceed
id_Insider Threats in Cyber Security,Insider Threats in Cyber Security,proceed
id_Insider Threats: Strategies for Prevention, Mitigation, and Response,Insider Threats: Strategies for Prevention, Mitigation, and Response,proceed
id_Instinctive Computing Workshop,Instinctive Computing Workshop,proceed
id_Int. CMG Conference,Int. CMG Conference,proceed
id_Int. Conf. Interaction Sciences,Int. Conf. Interaction Sciences,proceed
id_Int. Conf. on Membrane Computing,Int. Conf. on Membrane Computing,proceed
id_Int. Sym. Wikis,Int. Sym. Wikis,proceed
id_IntCAD,IntCAD,proceed
id_IntRS,IntRS,proceed
id_IntRS@RecSys,IntRS@RecSys,proceed
id_Integral Equation Methods for Electromagnetic and Elastic Waves,Integral Equation Methods for Electromagnetic and Elastic Waves,proceed
id_Integrated Broadband Communications,Integrated Broadband Communications,proceed
id_Integrated Intelligent Systems for Engineering Design,Integrated Intelligent Systems for Engineering Design,proceed
id_Integrated Network Management,Integrated Network Management,proceed
id_Integrated Spatial Databases,Integrated Spatial Databases,proceed
id_Integrating Ontologies,Integrating Ontologies,proceed
id_Integrating Research and Practice in Software Engineering,Integrating Research and Practice in Software Engineering,proceed
id_Integrating User-Centred Design in Agile Development,Integrating User-Centred Design in Agile Development,proceed
id_Integration in Production Management Systems,Integration in Production Management Systems,proceed
id_Integration of Medical and Dental Care and Patient Data,Integration of Medical and Dental Care and Patient Data,proceed
id_Integration of Swarm Intelligence and Artificial Neural Network,Integration of Swarm Intelligence and Artificial Neural Network,proceed
id_Integration von Entwicklungssystemen in Ingenieuranwendungen,Integration von Entwicklungssystemen in Ingenieuranwendungen,proceed
id_Integration von Umweltdaten,Integration von Umweltdaten,proceed
id_Integrations of Data Warehousing, Data Mining and Database Technologies,Integrations of Data Warehousing, Data Mining and Database Technologies,proceed
id_Integrative Bioinformatics - Aspects of the Virtual Cell,Integrative Bioinformatics - Aspects of the Virtual Cell,proceed
id_Intellectics and Computational Logic,Intellectics and Computational Logic,proceed
id_IntelliSys (1),IntelliSys (1),proceed
id_IntelliSys (2),IntelliSys (2),proceed
id_Intelligence Systems in Environmental Management,Intelligence Systems in Environmental Management,proceed
id_Intelligence and Security Informatics,Intelligence and Security Informatics,proceed
id_Intelligence in Reliability Engineering,Intelligence in Reliability Engineering,proceed
id_Intelligent Adaptation and Personalization Techniques in Computer-Supported Collaborative Learning,Intelligent Adaptation and Personalization Techniques in Computer-Supported Collaborative Learning,proceed
id_Intelligent Agents in the Evolution of Web and Applications,Intelligent Agents in the Evolution of Web and Applications,proceed
id_Intelligent Assistive Robots,Intelligent Assistive Robots,proceed
id_Intelligent Autonomous Robotics: A Robot Soccer Case Study,Intelligent Autonomous Robotics: A Robot Soccer Case Study,proceed
id_Intelligent Autonomous Systems,Intelligent Autonomous Systems,proceed
id_Intelligent Collaborative e-Learning Systems and Applications,Intelligent Collaborative e-Learning Systems and Applications,proceed
id_Intelligent Computational Optimization in Engineering,Intelligent Computational Optimization in Engineering,proceed
id_Intelligent Computer Graphics,Intelligent Computer Graphics,proceed
id_Intelligent Computing Based on Chaos,Intelligent Computing Based on Chaos,proceed
id_Intelligent Computing Paradigm,Intelligent Computing Paradigm,proceed
id_Intelligent Data Mining,Intelligent Data Mining,proceed
id_Intelligent Decision Making in Quality Management,Intelligent Decision Making in Quality Management,proceed
id_Intelligent Decision Making: An AI-Based Approach,Intelligent Decision Making: An AI-Based Approach,proceed
id_Intelligent Decision Support,Intelligent Decision Support,proceed
id_Intelligent Decision Support Systems for Sustainable Computing,Intelligent Decision Support Systems for Sustainable Computing,proceed
id_Intelligent Decision Systems in Large-Scale Distributed Environments,Intelligent Decision Systems in Large-Scale Distributed Environments,proceed
id_Intelligent Educational Machines,Intelligent Educational Machines,proceed
id_Intelligent Environments,Intelligent Environments,proceed
id_Intelligent Environments (Workshops),Intelligent Environments (Workshops),proceed
id_Intelligent Exploration of the Web,Intelligent Exploration of the Web,proceed
id_Intelligent Hypertext,Intelligent Hypertext,proceed
id_Intelligent Information Access,Intelligent Information Access,proceed
id_Intelligent Information Integration,Intelligent Information Integration,proceed
id_Intelligent Information Processing,Intelligent Information Processing,proceed
id_Intelligent Information Systems,Intelligent Information Systems,proceed
id_Intelligent Memory Systems,Intelligent Memory Systems,proceed
id_Intelligent Methods and Big Data in Industrial Applications,Intelligent Methods and Big Data in Industrial Applications,proceed
id_Intelligent Methods for Cyber Warfare,Intelligent Methods for Cyber Warfare,proceed
id_Intelligent Monitoring, Control, and Security of Critical Infrastructure Systems,Intelligent Monitoring, Control, and Security of Critical Infrastructure Systems,proceed
id_Intelligent Multimedia Analysis for Security Applications,Intelligent Multimedia Analysis for Security Applications,proceed
id_Intelligent Multimedia Communication,Intelligent Multimedia Communication,proceed
id_Intelligent Multimedia Data Hiding: New Directions,Intelligent Multimedia Data Hiding: New Directions,proceed
id_Intelligent Multimedia Interfaces,Intelligent Multimedia Interfaces,proceed
id_Intelligent Multimedia Surveillance,Intelligent Multimedia Surveillance,proceed
id_Intelligent Narrative Technologies,Intelligent Narrative Technologies,proceed
id_Intelligent Networking, Collaborative Systems and Applications,Intelligent Networking, Collaborative Systems and Applications,proceed
id_Intelligent Paradigms for Assistive and Preventive Healthcare,Intelligent Paradigms for Assistive and Preventive Healthcare,proceed
id_Intelligent Robots,Intelligent Robots,proceed
id_Intelligent Search on XML Data,Intelligent Search on XML Data,proceed
id_Intelligent Systems and Soft Computing,Intelligent Systems and Soft Computing,proceed
id_Intelligent Systems for Automated Learning and Adaptation,Intelligent Systems for Automated Learning and Adaptation,proceed
id_Intelligent Systems for Knowledge Management,Intelligent Systems for Knowledge Management,proceed
id_Intelligent Technical Systems,Intelligent Technical Systems,proceed
id_Intelligent Techniques and Tools for Novel System Architectures,Intelligent Techniques and Tools for Novel System Architectures,proceed
id_Intelligent Techniques in Engineering Management,Intelligent Techniques in Engineering Management,proceed
id_Intelligent Text Categorization and Clustering,Intelligent Text Categorization and Clustering,proceed
id_Intelligent Tools for Building a Scientific Information Platform,Intelligent Tools for Building a Scientific Information Platform,proceed
id_Intelligent Tutoring Systems,Intelligent Tutoring Systems,proceed
id_Intelligent Tutoring Systems (1),Intelligent Tutoring Systems (1),proceed
id_Intelligent Tutoring Systems (2),Intelligent Tutoring Systems (2),proceed
id_Intelligent Unmanned Systems,Intelligent Unmanned Systems,proceed
id_Intelligent Vehicles Symposium,Intelligent Vehicles Symposium,proceed
id_Intelligent Video Event Analysis and Understanding,Intelligent Video Event Analysis and Understanding,proceed
id_Intelligent and Soft Computing in Infrastructure Systems Engineering,Intelligent and Soft Computing in Infrastructure Systems Engineering,proceed
id_Intelligente Systeme zur Entscheidungsunterstützung,Intelligente Systeme zur Entscheidungsunterstützung,proceed
id_Intelligenztechnologie,Intelligenztechnologie,proceed
id_Intentional Perspectives on Information Systems Engineering,Intentional Perspectives on Information Systems Engineering,proceed
id_Inter-Vehicular Communication,Inter-Vehicular Communication,proceed
id_InterIoT/SaSeIoT,InterIoT/SaSeIoT,proceed
id_InterOSS@IoT,InterOSS@IoT,proceed
id_InterSense,InterSense,proceed
id_Interacción,Interacción,proceed
id_Interacción (selected papers),Interacción (selected papers),proceed
id_Interacting with Information,Interacting with Information,proceed
id_Interaction Challenges for Intelligent Assistants,Interaction Challenges for Intelligent Assistants,proceed
id_Interaction between Compilers and Computer Architectures,Interaction between Compilers and Computer Architectures,proceed
id_Interaction for Visualization,Interaction for Visualization,proceed
id_Interaction versus Automation: The two Faces of Deduction,Interaction versus Automation: The two Faces of Deduction,proceed
id_Interactions Between Computational Intelligence and Mathematics (2),Interactions Between Computational Intelligence and Mathematics (2),proceed
id_Interactive 3D Multimedia Content,Interactive 3D Multimedia Content,proceed
id_Interactive Collaborative Information Systems,Interactive Collaborative Information Systems,proceed
id_Interactive Decision Theory and Game Theory,Interactive Decision Theory and Game Theory,proceed
id_Interactive Experience in the Digital Age,Interactive Experience in the Digital Age,proceed
id_Interactive IR User Study Design, Evaluation, and Reporting,Interactive IR User Study Design, Evaluation, and Reporting,proceed
id_Interactive Information Retrieval,Interactive Information Retrieval,proceed
id_Interactive Knowledge Discovery and Data Mining in Biomedical Informatics,Interactive Knowledge Discovery and Data Mining in Biomedical Informatics,proceed
id_Interactive Learning Through Visualization,Interactive Learning Through Visualization,proceed
id_Interactive Multi-modal Question-Answering,Interactive Multi-modal Question-Answering,proceed
id_Interactive Multimedia in University Education,Interactive Multimedia in University Education,proceed
id_Interactive Shape Design,Interactive Shape Design,proceed
id_Interactive Technologies for Autism,Interactive Technologies for Autism,proceed
id_Interaktion im Web,Interaktion im Web,proceed
id_Interconnection Networks and Mapping and Scheduling Parallel Computations,Interconnection Networks and Mapping and Scheduling Parallel Computations,proceed
id_Interfaces in Industrial Systems for Production Engineering,Interfaces in Industrial Systems for Production Engineering,proceed
id_Intermediate Probability Theory for Biomedical Engineers,Intermediate Probability Theory for Biomedical Engineers,proceed
id_Intermediate Representations Workshop,Intermediate Representations Workshop,proceed
id_International ACM Conference on Assistive Technologies,International ACM Conference on Assistive Technologies,proceed
id_International Computing Symposium,International Computing Symposium,proceed
